call_idx,turn_idx,sentence,act
711,17,ye,['affirm']
711,18,cambridge lodge restaurant is a nice place in the west of town serving tasty european food,"['inform', 'offer']"
711,19,expensive restaurant,['inform']
711,20,cambridge lodge restaurant is a great restaurant serving expensive european food in the west of town,"['inform', 'offer']"
711,21,area,['request']
711,22,cambridge lodge restaurant is a great restaurant,['offer']
711,23,what area is it in,['request']
711,24,cambridge lodge restaurant is a nice place in the west of town,"['inform', 'offer']"
711,25,phone number,['request']
711,26,cambridge lodge restaurant is a great restaurant,['offer']
711,27,phone number,['request']
711,28,the phone number of cambridge lodge restaurant is,"['inform', 'offer']"
711,29,noise addresses,['request']
711,30,sure cambridge lodge restaurant is on cambridge lodge hotel huntingdon road city centre,"['inform', 'offer']"
711,31,thank you goodbye,"['thankyou', 'bye']"
712,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
712,1,looking for a restaurant in west part of town serving cantonese,['inform']
712,2,you are looking for a cantonese restaurant right?,['expl-conf']
712,3,yes,['affirm']
712,4,i m sorry but there is no restaurant serving cantonese food,['canthelp']
712,5,italian food,['inform']
712,6,would you like something in the cheap moderate or expensive price range?,['request']
712,7,moderate,['inform']
712,8,prezzo is a great restaurant serving moderate italian food in the west of town,"['inform', 'offer']"
712,9,phone number,['request']
712,10,prezzo is a great restaurant,['offer']
712,11,what is the phone number,['request']
712,12,the phone number of prezzo is,"['inform', 'offer']"
712,13,thank you good bye,"['thankyou', 'bye']"
713,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
713,1,moderately priced in the west part of town,['inform']
713,2,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,3,anything else,['reqalts']
713,4,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,5,is there anything else,['reqalts']
713,6,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,7,is there anything else,['reqalts']
713,8,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,9,anything else,['reqalts']
713,10,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,11,is there anything else,['reqalts']
713,12,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,13,i dont care is there anything else,"['inform', 'reqalts']"
713,14,prezzo is a nice restaurant in the west of town in the moderate price range,"['inform', 'offer']"
713,15,what is the addresses,['request']
713,16,sure prezzo is on northampton road,"['inform', 'offer']"
713,17,thank you good bye,"['thankyou', 'bye']"
714,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
714,1,noise,['null']
714,2,what part of town do you have in mind?,['request']
714,3,how about french food,"['inform', 'reqalts']"
714,4,what part of town do you have in mind?,['request']
714,5,center,['inform']
714,6,what part of town do you have in mind?,['request']
714,7,south,['inform']
714,8,what kind of food would you like?,['request']
714,9,french,['inform']
714,10,what kind of food would you like?,['request']
714,11,noise,['null']
714,12,pizza hut cherry hinton is a nice place in the south of town,"['inform', 'offer']"
714,13,noise,['null']
714,14,nando s is a nice place in the south of town,"['inform', 'offer']"
714,15,noise french food,['inform']
714,16,i m sorry but there is no french restaurant in the south of town,['canthelp']
714,17,noise center,['inform']
714,18,restaurant two two serves french food,"['inform', 'offer']"
714,19,addresses,['request']
714,20,sure restaurant two two is on chesterton road chesterton,"['inform', 'offer']"
714,21,phone number,['request']
714,22,the phone number of restaurant two two is,"['inform', 'offer']"
714,23,post code,['request']
714,24,the post code of restaurant two two is c b a x,"['inform', 'offer']"
714,25,thank you good bye,"['thankyou', 'bye']"
715,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
715,1,im looking for a cheap restaurant in the east part of town,['inform']
715,2,the missing sock is a nice restaurant in the east of town in the cheap price range,"['inform', 'offer']"
715,3,addresses,['request']
715,4,sure the missing sock is on finders corner newmarket road,"['inform', 'offer']"
715,5,phone number,['request']
715,6,the phone number of the missing sock is,"['inform', 'offer']"
715,7,post code,['request']
715,8,the post code of the missing sock is c b a q,"['inform', 'offer']"
715,9,thank you good bye,"['thankyou', 'bye']"
716,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
716,1,find restaurant in north part of town serving asian food,['inform']
716,2,would you like something in the cheap moderate or expensive price range?,['request']
716,3,doesnt matter,['inform']
716,4,would you like something in the cheap moderate or expensive price range?,['request']
716,5,doesnt matter,['inform']
716,6,meghna is in the north part of town,"['inform', 'offer']"
716,7,what is the addresses and phone number,['request']
716,8,the phone number of meghna is and it is on victoria road chesterton,"['inform', 'offer']"
716,9,cough,['null']
716,10,meghna is in the north part of town,"['inform', 'offer']"
716,11,what is the addresses,['request']
716,12,sure meghna is on victoria road chesterton,"['inform', 'offer']"
716,13,thank you good bye,"['thankyou', 'bye']"
717,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
717,1,find australian restaurant in north part of town,['inform']
717,2,sorry there is no australian restaurant in the north of town,['canthelp']
717,3,find indian restaurant in north of town,['inform']
717,4,the nirala is a nice restaurant in the north of town serving indian food,"['inform', 'offer']"
717,5,the price range,['request']
717,6,the nirala is in the moderate price range,"['inform', 'offer']"
717,7,what is the addresses and phone number,['request']
717,8,the phone number of the nirala is and it is on milton road chesterton,"['inform', 'offer']"
717,9,thank you good bye,"['thankyou', 'bye']"
718,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
718,1,find restaurant in south of town serving international f,['inform']
718,2,sorry there is no international restaurant in the south of town,['canthelp']
718,3,how about the center of town,"['inform', 'reqalts']"
718,4,bloomsbury restaurant is a nice restaurant in the centre of town serving international food,"['inform', 'offer']"
718,5,the price range,['request']
718,6,bloomsbury restaurant is in the moderate price range,"['inform', 'offer']"
718,7,what is the phone number,['request']
718,8,the phone number of bloomsbury restaurant is,"['inform', 'offer']"
718,9,thank you goodbye,"['thankyou', 'bye']"
719,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
719,1,find a cheap restaurant,['inform']
719,2,what part of town do you have in mind?,['request']
719,3,doesnt matter,['inform']
719,4,ok a restaurant in any part of town is that right?,['expl-conf']
719,5,yes,['affirm']
719,6,what kind of food would you like?,['request']
719,7,unusual food,['inform']
719,8,what kind of food would you like?,['request']
719,9,unusual food,['inform']
719,10,i m sorry but there is no restaurant serving unusual food,['canthelp']
719,11,european food,['inform']
719,12,would you like something in the cheap moderate or expensive price range?,['request']
719,13,cheap,['inform']
719,14,i m sorry but there is no restaurant serving cheap european food,['canthelp']
719,15,thank you good bye,"['thankyou', 'bye']"
720,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
720,1,find restaurant in north part of town serving fusion food,['inform']
720,2,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,3,find restaurant in north part of town serving asian,['inform']
720,4,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,5,find restaurant in north part of town,['inform']
720,6,you are looking for a fusion restaurant right?,['expl-conf']
720,7,no,['negate']
720,8,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,9,find restaurant serving asian,['inform']
720,10,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,11,start over,['restart']
720,12,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,13,find restaurant serving asian oriental,['inform']
720,14,did you say you are looking for a restaurant in the north of town?,['expl-conf']
720,15,yes,['affirm']
720,16,you are looking for a fusion restaurant right?,['expl-conf']
720,17,no,['negate']
720,18,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,19,find,['null']
720,20,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,21,restaurant,['null']
720,22,i m sorry but there is no restaurant serving fusion food,['canthelp']
720,23,find restaurant,['null']
720,24,did you say you are looking for a restaurant in the north of town?,['expl-conf']
720,25,serving asian oriental,['inform']
720,26,saigon city is a nice place in the north of town serving tasty asian oriental food,"['inform', 'offer']"
720,27,whats the addresses and phone number,['request']
720,28,sure saigon city is on high street chesterton chesterton,"['inform', 'offer']"
720,29,thank you good bye,"['thankyou', 'bye']"
721,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
721,1,find moderately priced brazilian restaurant,['inform']
721,2,you are looking for a brazilian restaurant right?,['expl-conf']
721,3,yes,['affirm']
721,4,let me confirm you are looking for a restaurant in the moderate price range right?,['expl-conf']
721,5,yes,['affirm']
721,6,i m sorry but there is no restaurant serving brazilian food,['canthelp']
721,7,is there a,['null']
721,8,i m sorry but there is no restaurant serving brazilian food,['canthelp']
721,9,find asian oriental,['inform']
721,10,sorry would you like asian oriental or brazilian food?,['select']
721,11,thank you good bye,"['thankyou', 'bye']"
721,12,yippee noodle bar serves asian oriental food in the moderate price range,"['inform', 'offer']"
721,13,what is the addresses and phone number,['request']
721,14,the phone number of yippee noodle bar is and it is on king street city centre,"['inform', 'offer']"
721,15,thank you good bye,"['thankyou', 'bye']"
722,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
722,1,find irish food,['inform']
722,2,i am sorry but there is no irish restaurant that matches your request,['canthelp']
722,3,find gastropub,['inform']
722,4,i am sorry but there is no irish restaurant that matches your request,['canthelp']
722,5,find gastro pub type food,['null']
722,6,i am sorry but there is no irish restaurant that matches your request,['canthelp']
722,7,okay start over,['restart']
722,8,there are restaurants serving irish food what area do you want?,"['impl-conf', 'request']"
722,9,doesnt matter,['inform']
722,10,i am sorry but there is no irish restaurant that matches your request,['canthelp']
722,11,find gastropub restaurant,['inform']
722,12,royal standard serves gastropub food,"['inform', 'offer']"
722,13,what is the addresses,['request']
722,14,sure royal standard is on mill road city centre,"['inform', 'offer']"
722,15,what is the post code,['request']
722,16,the post code of royal standard is c b n l,"['inform', 'offer']"
722,17,what is the post code,['request']
722,18,the phone number of royal standard is,"['inform', 'offer']"
722,19,thank you good bye,"['thankyou', 'bye']"
723,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
723,1,sil,['null']
723,2,what kind of food would you like?,['request']
723,3,mexican,['inform']
723,4,chiquito restaurant bar serves mexican food,"['inform', 'offer']"
723,5,the phone number,['request']
723,6,the phone number of chiquito restaurant bar is,"['inform', 'offer']"
723,7,what part of town is it in,['request']
723,8,can i help you with anything else?,['reqmore']
723,9,what part of town is chiquito mexican restaurant in,"['inform', 'request']"
723,10,chiquito restaurant bar serves mexican food,"['inform', 'offer']"
723,11,what part of town are they in,['request']
723,12,chiquito restaurant bar is a nice place in the south of town,"['inform', 'offer']"
723,13,thank you good bye,"['thankyou', 'bye']"
724,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
724,1,find moderately priced restaurant in the west part of town,['inform']
724,2,what part of town do you have in mind?,['request']
724,3,west,['inform']
724,4,what part of town do you have in mind?,['request']
724,5,west,['inform']
724,6,what kind of food would you like?,['request']
724,7,doesnt matter,['inform']
724,8,you are looking for a restaurant serving any kind of food right?,['expl-conf']
724,9,yes,['affirm']
724,10,saint johns chop house is a nice place in the west of town and the prices are moderate,"['inform', 'offer']"
724,11,what else,['reqalts']
724,12,saint johns chop house is a great restaurant,['offer']
724,13,is there anything else,['reqalts']
724,14,prezzo is a nice place in the west of town and the prices are moderate,"['inform', 'offer']"
724,15,what is the addresses and postcode,['request']
724,16,prezzo is on northampton road c b a d,"['inform', 'offer']"
724,17,sil,['null']
724,18,sorry but there is no other restaurant in the moderate price range and the west of town,"['canthelp.exception', 'canthelp']"
724,19,what is the addresses of prezzo,"['inform', 'request']"
724,20,sure prezzo is on northampton road,"['inform', 'offer']"
724,21,the postcode,['request']
724,22,the post code of prezzo is c b a d,"['inform', 'offer']"
724,23,the phone number,['request']
724,24,the phone number of prezzo is,"['inform', 'offer']"
724,25,thank you goodbye,"['thankyou', 'bye']"
725,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
725,1,im looking for a moderate priced restaurant in the south part,['inform']
725,2,what part of town do you have in mind?,['request']
725,3,the south part,['inform']
725,4,what kind of food would you like?,['request']
725,5,i dont care,['inform']
725,6,restaurant is a nice place in the south of town and the prices are moderate,"['inform', 'offer']"
725,7,is there anything else,['reqalts']
725,8,pizza hut cherry hinton is a nice place in the south of town and the prices are moderate,"['inform', 'offer']"
725,9,can i have the addresses,['request']
725,10,sure pizza hut cherry hinton is on g cambridge leisure park clifton way cherry hinton,"['inform', 'offer']"
725,11,thank you good bye,"['thankyou', 'bye']"
726,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
726,1,im looking for an expensive restaurant with venetian food,['inform']
726,2,i m sorry but there is no restaurant serving venetian food,['canthelp']
726,3,is there one with thai food,['inform']
726,4,i m sorry but there is no restaurant serving venetian food,['canthelp']
726,5,how about one with thai food,"['inform', 'reqalts']"
726,6,i m sorry but there is no restaurant serving venetian food,['canthelp']
726,7,is there a restaurant serving thai food,"['inform', 'reqalts']"
726,8,you are looking for a venetian restaurant right?,['expl-conf']
726,9,no,['negate']
726,10,let me confirm you are looking for a restaurant in the expensive price range right?,['expl-conf']
726,11,yes,['affirm']
726,12,i m sorry but there is no restaurant serving venetian food,['canthelp']
726,13,im looking for a restaurant with thai type,['inform']
726,14,bangkok city serves thai food in the expensive price range,"['inform', 'offer']"
726,15,can i have the addresses,['request']
726,16,sure bangkok city is on green street city centre,"['inform', 'offer']"
726,17,can i have the phone number,['request']
726,18,the phone number of bangkok city is,"['inform', 'offer']"
726,19,thank you good bye,"['thankyou', 'bye']"
727,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
727,1,im looking for barbecue food,['inform']
727,2,i am sorry but there is no barbeque restaurant that matches your request,['canthelp']
727,3,do you have vietnamese food,['inform']
727,4,thanh binh serves vietnamese food,"['inform', 'offer']"
727,5,uh can i have the addresses,['request']
727,6,sure thanh binh is on magdalene street city centre,"['inform', 'offer']"
727,7,thank you good bye,"['thankyou', 'bye']"
728,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
728,1,hi im looking for a cheap restaurant with lebanese food,"['inform', 'hello']"
728,2,what kind of food would you like?,['request']
728,3,lebanese,['inform']
728,4,sorry there is no lebanese restaurant in the cheap price range,['canthelp']
728,5,uh can i find a restaurant with asian oriental food,['inform']
728,6,dojo noodle bar is a great restaurant serving asian oriental food and it is in the cheap price range,"['inform', 'offer']"
728,7,can i have the phone number,['request']
728,8,the phone number of dojo noodle bar is,"['inform', 'offer']"
728,9,can i have the addresses,['request']
728,10,sure dojo noodle bar is on millers yard city centre,"['inform', 'offer']"
728,11,thank you good bye,"['thankyou', 'bye']"
729,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
729,1,im looking for an expensive restaurant in the east part of town,['inform']
729,2,what kind of food would you like?,['request']
729,3,i dont care,['inform']
729,4,yu garden is a nice place in the east of town and the prices are expensive,"['inform', 'offer']"
729,5,whats the phone number,['request']
729,6,the phone number of yu garden is,"['inform', 'offer']"
729,7,what type of food does it serve,['request']
729,8,yu garden serves chinese food,"['inform', 'offer']"
729,9,thank you good bye,"['thankyou', 'bye']"
730,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
730,1,im looking for a cheap restaurant with spanish food,['inform']
730,2,la raza serves spanish food in the cheap price range,"['inform', 'offer']"
730,3,can i have the phone number,['request']
730,4,la raza is a great restaurant,['offer']
730,5,can i have its phone number,['request']
730,6,the phone number of la raza is,"['inform', 'offer']"
730,7,can i have the area of the venue,['request']
730,8,la raza is a nice place in the centre of town,"['inform', 'offer']"
730,9,thank you good bye,"['thankyou', 'bye']"
731,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
731,1,im looking for a cheap restaurant in the north part of town,['inform']
731,2,what kind of food would you like?,['request']
731,3,i dont care,['inform']
731,4,da vinci pizzeria is a nice place in the north of town and the prices are cheap,"['inform', 'offer']"
731,5,is there anything else,['reqalts']
731,6,royal spice is a nice place in the north of town and the prices are cheap,"['inform', 'offer']"
731,7,can i have the phone number,['request']
731,8,the phone number of royal spice is,"['inform', 'offer']"
731,9,thank you goodbye,"['thankyou', 'bye']"
732,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
732,1,hi im looking for a moderately priced restaurant in the south part of,"['inform', 'hello']"
732,2,pizza hut cherry hinton is a nice restaurant in the south of town in the moderate price range,"['inform', 'offer']"
732,3,can i have the addresses,['request']
732,4,sure pizza hut cherry hinton is on g cambridge leisure park clifton way cherry hinton,"['inform', 'offer']"
732,5,can i have the phone number,['request']
732,6,the phone number of pizza hut cherry hinton is,"['inform', 'offer']"
732,7,thank you good bye,"['thankyou', 'bye']"
733,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
733,1,im looking for traditional food,['inform']
733,2,i m sorry but there is no restaurant serving traditional food,['canthelp']
733,3,what about korean food,"['inform', 'reqalts']"
733,4,little seoul serves korean food,"['inform', 'offer']"
733,5,can i have the phone number,['request']
733,6,little seoul is a great restaurant,['offer']
733,7,can i have the phone number,['request']
733,8,the phone number of little seoul is,"['inform', 'offer']"
733,9,thank you good bye,"['thankyou', 'bye']"
734,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
734,1,restaurant the serves english food,['inform']
734,2,i m sorry but there is no restaurant serving english food,['canthelp']
734,3,i want a restaurant that serves british food,['inform']
734,4,i m sorry but there is no restaurant serving english food,['canthelp']
734,5,british food,['inform']
734,6,saint johns chop house serves british food,"['inform', 'offer']"
734,7,is that in the center,['confirm']
734,8,saint johns chop house is a great restaurant,['offer']
734,9,is it in the center of town,['confirm']
734,10,saint johns chop house is a nice place in the west of town,"['inform', 'offer']"
734,11,i want a restaurant that serves british food in the center,['inform']
734,12,did you say you are looking for a restaurant in the centre of town?,['expl-conf']
734,13,correct,['affirm']
734,14,would you like something in the cheap moderate or expensive price range?,['request']
734,15,british food,['inform']
734,16,would you like something in the cheap moderate or expensive price range?,['request']
734,17,doesnt matter,['inform']
734,18,let me confirm you are looking for a restaurant and you dont care about the price range right?,['expl-conf']
734,19,yea,['affirm']
734,20,midsummer house restaurant is a nice place in the centre of town serving tasty british food,"['inform', 'offer']"
734,21,what is the addresses and phone number,['request']
734,22,the phone number of midsummer house restaurant is and it is on midsummer common,"['inform', 'offer']"
734,23,thank you goodbye,"['thankyou', 'bye']"
735,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
735,1,expensive restaurant,['inform']
735,2,what kind of food would you like?,['request']
735,3,any,['inform']
735,4,what part of town do you have in mind?,['request']
735,5,south,['inform']
735,6,taj tandoori is a nice restaurant in the south of town serving indian food,"['inform', 'offer']"
735,7,what is the phone number and post code,['request']
735,8,the phone number of taj tandoori is,"['inform', 'offer']"
735,9,what is the post code,['request']
735,10,the post code of taj tandoori is c b a a,"['inform', 'offer']"
735,11,thank you good bye,"['thankyou', 'bye']"
736,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
736,1,gastropub food,['inform']
736,2,what kind of food would you like?,['request']
736,3,gastropub food,['inform']
736,4,pizza express is a great restaurant,['offer']
736,5,expensive restaurant,['inform']
736,6,the price range at cote is expensive,"['inform', 'offer']"
736,7,gastropub food,['inform']
736,8,royal standard is a great restaurant serving gastropub food and it is in the expensive price range,"['inform', 'offer']"
736,9,what is the addresses,['request']
736,10,sure royal standard is on mill road city centre,"['inform', 'offer']"
736,11,thank you good bye,"['thankyou', 'bye']"
737,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
737,1,a restaurant with afghan food,['inform']
737,2,i m sorry but there is no restaurant serving afghan food,['canthelp']
737,3,uh a restaurant in the south part of town,['inform']
737,4,i m sorry but there is no restaurant serving afghan food,['canthelp']
737,5,how about portuguese food,"['inform', 'reqalts']"
737,6,nando s is a nice place in the south of town serving tasty portuguese food,"['inform', 'offer']"
737,7,what is the phone number,['request']
737,8,the phone number of nando s is,"['inform', 'offer']"
737,9,the addresses,['request']
737,10,sure nando s is on cambridge leisure park clifton way,"['inform', 'offer']"
737,11,thank you good bye,"['thankyou', 'bye']"
738,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
738,1,bistro,['inform']
738,2,i m sorry but there is no restaurant serving bistro food,['canthelp']
738,3,european food,['inform']
738,4,what part of town do you have in mind?,['request']
738,5,dont care expensive,['inform']
738,6,let me confirm you are looking for a restaurant in the expensive price range right?,['expl-conf']
738,7,yes,['affirm']
738,8,cambridge lodge restaurant serves european food in the expensive price range,"['inform', 'offer']"
738,9,addresses,['request']
738,10,cambridge lodge restaurant is a great restaurant,['offer']
738,11,addresses,['request']
738,12,sure cambridge lodge restaurant is on cambridge lodge hotel huntingdon road city centre,"['inform', 'offer']"
738,13,phone number,['request']
738,14,the phone number of cambridge lodge restaurant is,"['inform', 'offer']"
738,15,area,['request']
738,16,cambridge lodge restaurant is a great restaurant,['offer']
738,17,area,['request']
738,18,cambridge lodge restaurant is a nice place in the west of town,"['inform', 'offer']"
738,19,thank you good bye,"['thankyou', 'bye']"
739,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
739,1,unintelligible,['null']
739,2,what part of town do you have in mind?,['request']
739,3,west part of town,['inform']
739,4,what kind of food would you like?,['request']
739,5,indian,['inform']
739,6,is a nice place in the west of town serving tasty indian food,"['inform', 'offer']"
739,7,anything else,['reqalts']
739,8,india house is a nice place in the west of town serving tasty indian food,"['inform', 'offer']"
739,9,phone number,['request']
739,10,india house is a great restaurant,['offer']
739,11,phone number,['request']
739,12,the phone number of india house is,"['inform', 'offer']"
739,13,addresses,['request']
739,14,sure india house is on newnham road newnham,"['inform', 'offer']"
739,15,yea thank you good bye,"['thankyou', 'affirm', 'bye']"
740,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
740,1,moderately priced in the north part of town,['inform']
740,2,sorry would you like something in the moderate price range or in the cheap price range,['select']
740,3,moderate,['inform']
740,4,what kind of food would you like?,['request']
740,5,doesnt matter,['inform']
740,6,you are looking for a restaurant serving any kind of food right?,['expl-conf']
740,7,yes,['affirm']
740,8,golden wok is a nice place in the north of town and the prices are moderate,"['inform', 'offer']"
740,9,addresses,['request']
740,10,sure golden wok is on histon road chesterton,"['inform', 'offer']"
740,11,phone number,['request']
740,12,the phone number of golden wok is,"['inform', 'offer']"
740,13,thank you good bye,"['thankyou', 'bye']"
741,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
741,1,unusual,['inform']
741,2,what kind of food would you like?,['request']
741,3,unusual,['inform']
741,4,graffiti is a great restaurant,['offer']
741,5,expensive,['inform']
741,6,the price range at graffiti is expensive,"['inform', 'offer']"
741,7,unusual food,['inform']
741,8,the price range at graffiti is expensive,"['inform', 'offer']"
741,9,unusual,['inform']
741,10,the price range at graffiti is expensive,"['inform', 'offer']"
741,11,phone number,['request']
741,12,the phone number of graffiti is,"['inform', 'offer']"
741,13,thank you good bye,"['thankyou', 'bye']"
742,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
742,1,restaurant,['null']
742,2,what kind of food would you like?,['request']
742,3,german,['inform']
742,4,i am sorry but there is no german restaurant that matches your request,['canthelp']
742,5,european,['inform']
742,6,would you like something in the cheap moderate or expensive price range?,['request']
742,7,expensive,['inform']
742,8,cambridge lodge restaurant serves european food,"['inform', 'offer']"
742,9,is it expensive,['confirm']
742,10,cambridge lodge restaurant is in the expensive price range,"['inform', 'offer']"
742,11,addresses,['request']
742,12,sure cambridge lodge restaurant is on cambridge lodge hotel huntingdon road city centre,"['inform', 'offer']"
742,13,phone number,['request']
742,14,the phone number of cambridge lodge restaurant is,"['inform', 'offer']"
742,15,an area,['request']
742,16,cambridge lodge restaurant is a nice place in the west of town,"['inform', 'offer']"
742,17,thank you good bye,"['thankyou', 'bye']"
743,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
743,1,east part of town,['inform']
743,2,what kind of food would you like?,['request']
743,3,dont care,['inform']
743,4,would you like something in the cheap moderate or expensive price range?,['request']
743,5,expensive,['inform']
743,6,sitar tandoori is a nice place in the east of town and the prices are expensive,"['inform', 'offer']"
743,7,phone number,['request']
743,8,the phone number of sitar tandoori is,"['inform', 'offer']"
743,9,thank you good bye,"['thankyou', 'bye']"
744,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
744,1,mexican,['inform']
744,2,chiquito restaurant bar serves mexican food,"['inform', 'offer']"
744,3,uh restaurant,['null']
744,4,i am sorry but there is no other mexican restaurant that matches your request,"['canthelp.exception', 'canthelp']"
744,5,addresses,['request']
744,6,chiquito restaurant bar is a great restaurant,['offer']
744,7,addresses,['request']
744,8,sure chiquito restaurant bar is on g cambridge leisure park cherry hinton road cherry hinton,"['inform', 'offer']"
744,9,area,['request']
744,10,chiquito restaurant bar is a nice place in the south of town,"['inform', 'offer']"
744,11,thank you good bye,"['thankyou', 'bye']"
745,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
745,1,british,['inform']
745,2,would you like something in the cheap moderate or expensive price range?,['request']
745,3,dont care west part of town,['inform']
745,4,the price range at anatolia is moderate,"['inform', 'offer']"
745,5,address,['request']
745,6,sure anatolia is on bridge street city centre,"['inform', 'offer']"
745,7,thank you good bye,"['thankyou', 'bye']"
746,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
746,1,cheap,['inform']
746,2,what part of town do you have in mind?,['request']
746,3,indian,['inform']
746,4,the gandhi serves indian food in the cheap price range,"['inform', 'offer']"
746,5,addresses,['request']
746,6,the gandhi is a great restaurant,['offer']
746,7,addresses,['request']
746,8,sure the gandhi is on regent street city centre,"['inform', 'offer']"
746,9,phone number,['request']
746,10,the phone number of the gandhi is,"['inform', 'offer']"
746,11,thank you good bye,"['thankyou', 'bye']"
747,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
747,1,european european,['inform']
747,2,what part of town do you have in mind?,['request']
747,3,west part of town,['inform']
747,4,cambridge lodge restaurant is a nice place in the west of town serving tasty european food,"['inform', 'offer']"
747,5,price range,['request']
747,6,cambridge lodge restaurant is a great restaurant,['offer']
747,7,phone number,['request']
747,8,the phone number of cambridge lodge restaurant is,"['inform', 'offer']"
747,9,price range,['request']
747,10,cambridge lodge restaurant is in the expensive price range,"['inform', 'offer']"
747,11,thank you good bye,"['thankyou', 'bye']"
748,0,hello welcome to the cambridge restaurant system? you can ask for restaurants by area price range or food type how may i help you?,['welcomemsg']
748,1,south south,['inform']
748,2,what part of town do you have in mind?,['request']
748,3,south,['inform']
748,4,what part of town do you have in mind?,['request']
748,5,south,['inform']
748,6,what kind of food would you like?,['request']
748,7,dont care moderate,['inform']
748,8,let me confirm you are looking for a restaurant in the moderate price range right?,['expl-conf']
748,9,yeah,['affirm']
